ranking_year,title,ranking,n_viewer,gross_profit_per_viewer,rating,synopsis,producer,director,writer,actress,release_date
2012,Rumah Kentang,8,413102,22000,6.5,"Dua gadis harus bertahan hidup setelah kedua orangtuanya wafat. Karena tidak mampu membayar uang kontrak rumah, keduanya  tinggal di sebuah rumah warisan ibu mereka yang berada di kawasan cukup elit di Jakarta Selatan. Rumah itu awalnya direncanakan untuk investasi, namun tidak pernah laku terjual. Keduanya mengalami hal-hal yang ganjil ketika mendiami rumah tersebut.",Ram Soraya,Jose Poernomo,NA,"Shandy Aulia, Tasya Kamila, Chintami Atmanegara, Gilang Dirgahari, Ki Kusumo, Rina Rose",2012-10-04
2012,Perahu Kertas 2,9,393653,22000,6,"Di Jakarta, Keenan menjalani hubungan kasih jarak jauh dengan Luhde (Elyzia Mulachela) yang tinggal di Bali. Sedang Kugy menjadi semakin dekat dengan Remi (Reza Rahadian), yang juga menjadi atasannya di biro iklan AdVocaDo.","Chand Parwez Servia, Putut Widjanarko",Hanung Bramantyo,Dewi Lestari,"Maudy Ayunda, Adipati Dolken, Reza Rahadian, Elyzia Mulachela, Tio Pakusadewo, Ira Wibowo, Ben Kasyafani",2012-10-04
2012,Rumah Bekas Kuburan,10,284733,22000,3,"Karina tidak pernah tahu, bahwa Larasati adalah istri sah Danu. Karena himpitan ekonomi, Karina mau saja diajak menikah oleh Danu. Setelah beberapa hari menikah, Larasati datang melabrak Danu dan Karina di sebuah rumah yang baru saja mereka beli. Larasati mengamuk, namun tenaga Danu lebih kuat. Larasati terlempar dan menimpa anaknya. Ibu dan anak itu tewas mengenaskan. Danu mengubur Larasati dan anaknya di halaman rumah di tengah malam buta. Akibat penguburan yang tidak layak itulah, Larasati dan anaknya bangkit dengan sejuta dendam terhadap Karinia.","Shanx RS, Gobind Punjabi",Irwan Siregar,NA,"Julia Perez, Fifie Buntaran, Toddyzilla, Adhi Wahyu, Diah Cempaka, Martina Tesela",2012-02-02
2012,Di Timur Matahari,11,279333,22000,5,"Mazmur, Thomas, Agnes, Yokim, dan Suryani masih menunggu cahaya yang akan menerangi mereka dari gelapnya kebodohan. Mazmur setiap hari selalu menunggu kedatangan guru pengganti di sebuah lapangan terbang tua, satu-satunya penghubung kampung mereka di daerah pegunungan tengah Papua dengan kehidupan luar. Sudah enam bulan tak ada guru yang mengajar.",Ari Sihasale,Ari Sihasale,Jeremias Nyangoen,"Putri Nere, Simson Sikoway, Abetnego Yogibalom, Laura Basuki, Lukman Sardi, Ririn Ekawati, Ringgo Agus Rahman, Michael Jakarimilena",2012-06-14
2012,Bangkit Dari Kubur,12,251440,22000,1,"Marlon, Ranggo dan Aril Mukadepan adalah mahasiswa kedokteran yang kuliah sambil magang di sebuah rumah sakit. Mereka sering keluar masuk kamar mayat untuk mengurusi mayat sebagai bagian dari tanggung jawab pekerjaan.Suatu malam, sepulang dari rumah sakit tempat mereka magang, mobil yang dikendarai Marlon menabrak dua penumpang motor yang muncul dari arah berlawanan, yaitu Rina dan Dudi. Karena panik, mereka bertiga melarikan diri. Mereka takut dipukuli massa yang berdatangan ke lokasi kejadian.",Firman Bintang,Koya Pagayo,"Ery Sofid, TB Ule Sulaeman","Reymon Knuliqh, Chika Jessica, Laras Monca, Yessa Iona",2012-06-21
2012,Pulau Hantu 3,13,244488,22000,5.5,"Resor di Pulau Madara dibuka kembali oleh pemilik baru. Serangkaian kematian misterius telah terlupakan. Nero, Kimo, Octa, dan Gaby menerima pekerjaan sebagai pegawai resor. Dan ketika sampai di Madara,  Nemo merasa tidak asing. Teman-temannya satu demi satu terbunuh hantu belakang pulau. Sayang, rasa takut dan keinginannya menceritakan horor kematian teman-temannya lenyap, seiring kehadiran tamu-tamu resor nan cantik dan seksi. Aiko, Zarra, Monca, Amel, Rheina, Johanna, bahkan sang manajer resor, Monica, mampu menyingkirkan rasa takut dan trauma Nero. Nero dan Kimo menikmati pengalaman ‘luar biasa’ ini.",Raam Punjabi,Jose Poernomo,Jose Poernomo,"Abdurrahman Arif, Ricky Komo, Shinta Bachir, Boy Hamzah, Grace Veronica, Laras Monca",2012-01-05
2012,Kakek Cangkul,14,239716,22000,4.5,"Kakek Cangkul adalah suami Nenek Gayung. Ketika meninggal, jasad Kakek Cangkul tidak sempat dikuburkan dengan layak. Duta (Zaky Zimah), Coki (Rizky Mocil), Danu (Zidni Adam) dan dua gadis cantik Thalia (Herfiza Novianti) dan Miki (Febriyane Ferdzilla) yang harus berhadapan dengan Kakek Cangkul yang marah menuntut kuburnya.",Bram Patunga,Nuri Dahlia,Bono Sutisno,"Herfiza Novianti, Rizky Mocil, Zidni Adam, Febriyanie Ferdzilla, Zaky Zimah",2012-05-24
2012,BrokenHearts,15,237378,22000,5,"Bagi Olivia (Julie Estelle), Jamie (Reza Rahadian) adalah cinta pertamanya, dan terakhir. Saat indahnya hubungan mereka, dokter memvonis Jamie mengidap penyakit anoreksia nervosa. Jamie harus mendapat perawatan serius. Jamie merasakan kondisinya merosot. Tiba-tiba Jamie menghilang tanpa kabar. Olivia merasa dikhianati. Di balik itu Jamie menyusun rencana untuk tetap membahagiakan Olivia.",Chand Parwez Servia,Helfi Kardit,NA,"Julie Estelle, Reza Rahadian, Darius Sinathrya",2012-05-16
2011,Surat Kecil Untuk Tuhan,1,748842,NA,7.5,Kisah nyata gadis berusia 13 tahun bertahan hidup dari kanker ganas paling mematikan di dunia. Dia bukan berjuang melawan penyakit kankernya. melainkan bertahan hidup dengan kankernya. Dia memperjuangkan sisa hidupnya dengan hal-hal yang berguna. Karena dia tahu umurnya sudah tidak panjang lagi dan berjuang untuk tidak patah semangat dan melakukan kegiatan yang berguna bagi orang-orang disekitarnya. Remaja itu bernama Gita Sesa Wanda Cantika atau Keke yang berjuang melawan penyakit kanker jaringan lunak (Rhabdomyosarcoma).,Harris Nizam,Harris Nizam,"Beby Hasibuan, Agnes Davonar","Alex Komang, Dinda Hauw, Dwi Andhika, Esa Sigit, Ranty Purnamasari, Egi John Foreisythe",2011-07-07
2011,Arwah Goyang Karawang,2,72754,NA,2.5,"Lilis terpaksa kembali menjadi penari di sebuah grup tari jaipong Goyang Karawang, setelah sekian lama dunia yang dulu pernah membesarkan namanya itu dia tinggalkan demi sebuah perkawinan. Aji sebagai suami Lilis, tidak lagi bisa mencegah karena Aji tidak berdaya karena kondisi ekonomi rumah tangganya berantakan sejak dirinya kena PHK dan menganggur. Kembalinya Lilis membuat perubahan yang luar biasa. Lilis selalu saja menjadi pusat perhatian pengunjung pub Bintang Kejora.",Gobind Punjabi,Helfi Kardit,Team Bintang Timur,"Julia Perez, Dewi Perssik, Erlando, Ajeng Kraton, Bembi Zaenal",2011-02-10
2011,Hafalan Shalat Delisa,3,668731,NA,8.5,"Delisa, 6 tahun, tinggal bersama ibunya yang ia panggil Ummi serta ketiga kakaknya, Cut Fatimah (15 tahun) dan si kembar Cut Aisyah dan Cut Zahra (12 tahun). Ayah mereka Abi Usman bekerja di kapal tanker dan pulang setiap tiga bulan sekali. Delisa berusaha keras menghafal bacaan shalat, bukan hanya untuk ujian hafalan, tapi juga karena iming-iming hadiah kalung emas dari Ummi.",Chand Parwez Servia,Soni Gaokasak,"Armantono, Tere Liye","Chantiq Schagerl, Fathir Muchtar, Mike Lewis, Nirina Zubir, Reza Rahadian",2011-12-22
2011,Poconggg Juga Pocong,4,622689,NA,6,"Poconggg dianggap sebagai pocong penakut, tidak mampu menakuti manusia, dan takut dengan sesama hantu. Anjaw, pocong senior, dan empat anggota geng pocong sering mengintimidasi Poconggg. Kunti, kuntilanak paling cantik dan gaul, satu-satunya hantu yang membantu Poconggg beradaptasi dan akhirnya menjadi sahabatnya.",Ody Mulya Hidayat,Chiska Doppert,"Poconggg, Haqi Achmad","Ajun Perwira, Nycta Gina, Saphira Indah, Rizky Mocil, Guntur Triyoga",2011-11-24
2011,Get Married 3,5,601786,NA,4.5,"Semenjak Mae dan Rendy memiliki anak-anak, mereka memutuskan untuk menjadi keluarga kecil yang mandiri dan bebas dari orangtua serta sahabat-sahabat mereka yang melulu menimbulkan keonaran. Ternyata, tidak lama setelah melahirkan, Mae mengalami baby blues yang membuat Mae menjadi moody dan emosional. Rendy sadar bahwa dalam kondisi seperti sekarang ini, Mae justru membutuhkan support yang besar dari orang-orang terdekatnya, tetapi Mae terlalu gengsi untuk meminta tolong. Akhirnya, Rendy membujuk Guntoro, Beni, dan Eman untuk diam-diam membantu Mae.",Chand Parwez Servia,Monty Tiwa,"Cassandra Massardi, HM Din Syamsuddin","Nirina Zubir, Fedi Nuril, Amink, Ringgo Agus Rahman, Deddy Mahendra Desta",2011-08-27
2011,Tanda Tanya,6,552612,NA,6,"Kisah film berputar di sekitar keluarga yang tinggal di sebuah wilayah tua kota di Jawa Tengah bila mendengar logat yang dipakai. Tan Kat Sun (Henky Solaiman), pemeluk Konghucu/Buddha dan pemilik restoran masakan Cina yang sudah sakit-sakitan, sangat sadar lingkungan, hingga cara masak dan peralatan masak dipisah secara tajam antara yang halal dan haram. Ia bermasalah dengan anaknya, Ping Hen alias Hendra (Rio Dewanto), yang memiliki visi tersendiri dalam bisnis.","Hanung Bramantyo, Celerina Judisari",Hanung Bramantyo,Titien Wattimena,"Reza Rahadian, Revalina S Temat, Agus Kuncoro, Endhita, Rio Dewanto, Henky Solaiman, Edmay Solaiman, Glenn Fredly, David Chalik, Deddy Sutomo",2011-04-07
2011,Purple Love,7,520786,NA,5,"Bersama sahabat-sahabatnya, Makki, Onci, Rowman dan Enda, Pasha merencanakan melamar kekasihnya Lisa (Qory Sandioriva). Ternyata Lisa memutuskan hubungan karena memilih laki-laki lain. Pasha patah hati. Teman-temannya mulai mengkhawatirkan kondisi Pasha, dan memutuskan untuk melakukan tindakan. Makki pun menghubungi sebuah lembaga yang bekerja untuk mengembalikan motivasi orang, milik Talita (Nirina Zubir). Dengan berbagai cara ia berhasil membuat Pasha mau bangkit, tapi tidak bisa menyembuhkan patah hati Pasha. Talita pun menjodohkan Pasha dengan kliennya yang lain, Shelly (Kirana Larasati).",Chand Parwez Servia,Guntur Soeharjanto,Cassandra Massardi,"Pasha, Makki, Onci, Rowman, Enda, Qory Sandioriva, Nirina Zubir, Kirana Larasati",2011-05-12
2011,Di Bawah Lindungan Ka'bah,8,520267,NA,6,"Hamid—pemuda saleh, cerdas, berbudi pekerti tinggi, tapi miskin— tinggal di tengah keluarga Haji Jafar yang saleh, dermawan, dan tidak pernah memandang orang lain berdasarkan kedudukan dan kekayaan. Hamid sangat menghormati keluarga itu dan menganggap Haji Jafar sebagai ayahnya sendiri. Sebaliknya, Haji Jafar menganggap Hamid yang yatim seperti anaknya sendiri. Dia membiayai pendidikan Hamid di sebuah sekolah bergengsi. Sebagai balasannya, ibu Hamid, Mak Hamid, mengabdi pada keluarga Haji Jafar.","Manoj Punjabi, Dhamoo Punjabi",Hanny R Saputra,"Armantono, Titien Wattimena, Hamka","Herjunot Ali, Laudya Cynthia Bella, Niken Anjani, Tarra Budiman, Jenny Rachman, Widyawati, Didi Petet, Leroy Osmani, Ajun Perwira, Akhmad Setyadi",2011-08-25
2011,Tendangan dari Langit,9,491077,NA,7.5,"Wahyu (16 tahun) memiliki kemampuan luar biasa dalam bermain sepakbola. Ia tinggal di Desa Langitan di lereng gunung Bromo bersama ayahnya, penjual minuman hangat di kawasan wisata gunung api itu, dan ibunya. Demi membahagiakan orangtuanya, Wahyu memanfaatkan keahliannya dalam bermain bola dengan menjadi pemain sewaan dan bermain bola dari satu tim desa ke tim desa lain dengan bantuan Hasan, pamannya. Pak Darto, ayah Wahyu sangat tidak menyukai apa yang dilakukan anaknya.",Leo Sutanto,Hanung Bramantyo,Fajar Nugros,"Yosie Kristanto, Maudy Ayunda, Giorgino Abraham, Jordi Onsu, Joshua Suherman, Natasha Chairani, Agus Kuncoro, Sujiwo Tejo, Yati Surachman",2011-08-25
2011,Kuntilanak Kesurupan,10,448203,NA,3,"Wesley mendapat tugas membuat novel horror. Ia mengalami kesulitan. Teman karibnya, Momon Nganga, menawarkan menulis biografi artis tenar bernama Indra Devian dengan bayaran cukup tinggi. Karena tergiur ia pun mau dan novel horror ia tunda.","Gope T Samtani, Subagio S",Nayato,Ery Sofid,"Aziz Gagap, Guntur Triyoga, Fero Walandouw, Irish Bella, Reymond Knuliq, Yessa Iona Gaffar, Sazha Clarissa, Violenzia Jeanette, Evhi Yuliani",2011-04-14
2011,Garuda di Dadaku 2,11,423268,NA,7,"Bayu (Emir Mahira), yang sekarang sudah menjadi anggota sepakbola timnas U-15, ingin membuktikan dirinya mampu membawa timnya  menjuarai kompetisi junior tingkat ASEAN di Jakarta. Dengan dukungan sahabatnya, Heri (Aldo Tansani), berikut teman sekelas yang memikat hatinya, Anya (Monica Sayangbati), dan pelatih timnas dengan teknik unik, Pak Wisnu (Rio Dewanto), Bayu memimpin teman-temannya berjuang keras untuk mencapai final. Kehadiran seorang pemain baru bernama Yusuf mengacaukan konsentrasi Bayu. Apalagi Yusuf menjadi bintang baru di tim tersebut, dan makin akrab dengan Heri. Karena situasi tim yang makin porak poranda, Bayu jadi pesimis dan memilih kabur.","Salman Aristo, Kemal Arsjad, Shanty Harmayn",Rudi Soedjarwo,Salman Aristo,"Emir Mahira, Aldo Tansani, Monica Sayangbati, Maudy Koesnaedi, Ramzi, Rio Dewanto, Rendi Krisna",2011-12-15
2011,Ada Apa dengan Pocong?,12,41738,NA,4,"Suatu malam Wawan diteror habis-habisan oleh pocong di tempat kosnya. Kawan-kawannya: Hary, Boy dan Tedi mengalami hal sama, bahkan Tedi dan Hary tertabrak mobil, ketika ketakutan dikejar pocong sehingga harus dirawat di rumah sakit. Esoknya, Hary dan Wawan mendatangi dukun sakti untuk meminta perlindungan. Ternyata, keris pemberian dukun tidak membuat pocong berhenti mengejar.",Firman Bintang,Chiska Doppert,TB Ule Sulaeman,"Zaky Zimah, Joanna Alexandra, Dallas Pratama, Remon Knuliqh, Tasha Said, Jerry Likumahwa, Monique Henry",2011-06-23
2011,Serdadu Kumbang,13,386268,NA,6,"Karena banyak yang tidak lulus ujian nasional, guru-guru SD & SMP 08 memperketat sistem pembelajaran. Penegakkan kedisiplinan yang kaku itu malah menimbulkan dampak bagi Amek, Dulah, Acan, Ujang dan Umbe. Amek adalah salah satu murid dari sekian banyak murid SDN 08 yang tidak lulus ujian tahun lalu. Sifatnya yang keras hati dan cenderung jahil, membuat ia sering dihukum. Sebaliknya Minun kakaknya yang duduk dibangku SMP, selalu juara kelas dan sering menjuarai lomba matematika sekabupaten Taliwang.",Ari Sihasale,Ari Sihasale,Jeremias Nyangoen,"Yudi Miftahudin, Aji Santosa, Fachri Azhari, Monica Sayangbati, Titi Sjuman, Ririn Ekawati, Lukman Sardi, Asrul Dahlan, Leroy Osmani, Dorman Borisman, Surya Saputra, Gerry Puraatmadja, Putu Wijaya, Fanny Fadillah",2011-06-16
2011,The Tarix Jabrix 3,14,370814,NA,4.5,"Cacing yang bekerja di perusahaan asuransi diminta atasannya untuk bernegosiasi dengan musuh lama mereka, geng motor Road Devils supaya tidak membuat kerusuhan lagi di Bandung.  Korban sudah banyak dan claim asuransi menumpuk. Cacing menyanggupi, dan para sahabatnya, Dadang, Mulder, Ciko dan Coki ikut menemani Cacing pulang ke Bandung. Mulder yang mendapat posisi sebagai wakil direktur di perusahaan papinya, memutuskan mundur karena merasa papinya bekerjasama dengan orang asing untuk mengeksploitasi Indonesia.",Chand Parwez Servia,Iqbal Rais,Cassandra Massardi,"Tria Changcut, Erick Changcut, Dipa Changcut, Alda Changcut, Qibil Changcut, Olivia Jensen Lubis, Eddi Brokoli, Kamidia Radisti",2011-06-16
2011,Pocong Ngesot,15,369167,NA,4.5,"Asep (23), pemuda desa lugu namun sangat percaya diri, tertantang untuk mencari pekerjaan layak, demi menikahi kekasih tercintanya, Lilis (22). Penyebabnya: ayah Lilis, Abah Dading (50), tak pernah setuju putri semata wayangnya berhubungan dengan Asep lantaran kerjanya cuman menggembala kerbau dan membajak sawah orang.","Gope T Samtani, Subagio S",Nayato,Ery Sofid,"Fero Walandouw, Aziz Gagap, Rozie Mahally, Keira Shabira, Leylarey Lesesne, Raymon Knuliqh",2011-02-24
2010,Sang Pencerah,1,1108600,NA,7.5,"Sepulang dari Mekah, Darwis muda (Ihsan Tarore) mengubah namanya menjadi Ahmad Dahlan. Seorang pemuda usia 21 tahun yang gelisah atas pelaksanaan syariat Islam yang melenceng ke arah Bid’ah /sesat. Melalui langgar/suraunya Ahmad Dahlan (Lukman Sardi) mengawali pergerakan dengan mengubah arah kiblat yang salah di Masjid Besar Kauman yang mengakibatkan kemarahan seorang kyai penjaga tradisi, Kyai Penghulu Kamaludiningrat (Slamet Rahardjo) sehingga surau Ahmad Dahlan dirobohkan karena dianggap mengajarkan aliran sesat. Ahmad Dahlan juga di tuduh sebagai kyai kafir hanya karena membuka sekolah yang menempatkan muridnya duduk di kursi seperti sekolah modern Belanda. Ahmad Dahlan juga dituduh sebagai kyai Kejawen hanya karena dekat dengan lingkungan cendekiawan Jawa di Boedi Oetomo. Tapi tuduhan tersebut tidak membuat pemuda Kauman itu surut. Dengan ditemani isteri tercinta, Siti Walidah (Zaskia Adya Mecca) dan lima murid murid setianya: Sudja (Giring Nidji), Sangidu (Ricky Perdana), Fahrudin (Mario Irwinsyah), Hisyam (Dennis Adishwara) dan Dirjo (Abdurrahman Arif), Ahmad Dahlan membentuk organisasi Muhammadiyah dengan tujuan mendidik umat Islam agar berpikiran maju sesuai dengan perkembangan zaman.",Raam Punjabi,Hanung Bramantyo,Hanung Bramantyo,"Lukman Sardi, Zaskia A Mecca, Slamet Rahardjo, Giring Nidji, Ihsan Taroreh, Ricky Perdana, Mario Irwinsyah, Dennis Adhiswara, Abdurrahman Arif, Sujiwo Tejo",2010-09-08
2010,Dalam Mihrab Cinta,2,623105,NA,3,"Syamsul (Dude Harlino), pemuda 20 tahun-an, bertekad menuntut ilmu di sebuah pesantren di Kediri. Ia meninggalkan kehidupan yang cukup nyaman. Di sini ia bertemu dengan Zizi (Meyda Sefira) putri pemilik pesantren yang pernah ditolongnya ketika dijambret di kereta. Kejadian tersebut membuat mereka jadi dekat. Di pesantren ini Syamsul terusir karena dituduh mencuri akibat fitnah sahabatnya sendiri Burhan (Boy Hamzah). Karena keluarganya sendiri juga tidak mempercayainya, Syamsul malah menjadi seorang pencopet. Di tengah kekacauan dan kegelapan hidupnya ini ia bertemu dengan Silvie (Asmirandah).",Leo Sutanto,Habiburrahman El Shirazy,"Adra P Daniel, Habiburrahman El Shirazy","Dude Harlino, Asmirandah, Boy Hamzah, Tsania Marwa, El Manik, Niniek L Karim, Elma Theana, Umar Lubis, Neno Warisman, Iszur Muchtar, Berliana Febrianti, Kaharuddin Syah, Nabila Chairunnisa, Meyda Sefira",2010-12-23
2010,18+ : True Love Never Dies,3,518527,NA,4,"Raka (Samuel Zyglwyn), Topan (Adipati) sangat mencintai Chanisa (Stevanie Nepa) dan Helen (Leylarey Lesesne). Mereka adalah empat remaja yang disatukan oleh nasib, mengekspresikan cinta dengan caranya sendiri, dan hidup dengan gayanya yang bebas. Mereka begitu menghargai nilai cinta yang sejati, juga persahabatan.",Chand Parwez Servia,Nayato Fio Nuala,"Ery Sofid, Eka D Sitorus, Viva Westi","Samuel Zylgwyn, Wulan Guritno, Arumi Bachsin, Adipati, Stevani Nepa, Leylarey Lesesne, Ari Sudarsono, Rangga Djoned, Bella Nasyahab, Aly Zein, Eka D Sitorus",2010-01-26
2010,Pocong Rumah Angker,4,503450,NA,2,"Zaki, Joana dan Reni mengunjungi rumah kosong yang dikenal sebagai tempat pembuangan dan penguburan mayat dalam kasus kriminal. Mereka berniat mendokumentasikan bangunan itu. Joana tanpa sengaja menemukan payung usang dan mengembangkannya. Zaki percaya hal tersebut akan mengundang makhluk-makhluk gaib. Semenjak itu Zaki, Joana dan Debby kerap diganggu oleh penampakkan berupa sosok penari Jaipong dan pocong. Suatu ketika Joana dan Debby bertemu seorang kakek misterius di rumah angker itu. Si kakek memperingatkan bahwa arwah penari Jaipong (yang kadang menjelma jadi pocong) itu akan berhenti menggentayangi setelah mendapatkan barang berharga yang hilang dari tubuhnya.",Firman Bintang,Koya Pagayo,Ery Sofid,"Donita, Zaki Zimah, Pamela Bowie",2010-12-16
2010,Kabayan Jadi Milyuner,5,477076,NA,2,"Pesantren sederhana As-Salam pimpinan Ustad Soleh (Slamet Rahardjo), tiba-tiba terusik dengan kehadiran seorang pengusaha real estate Boss Rocky (Christian Sugiono) yang ingin membeli tanah pesantren itu untuk dijadikan resort. Niat Boss Rocky itu ternyata tidak bisa terlaksana karena bertemu dengan lawan tangguh yang tidak mempan sogokan maupun bujuk rayu. Orang itu adalah tangan kanan Ustad Soleh, seorang pemuda polos namun cerdik bernama Kabayan (Jamie Aditya) bersama sahabatnya Armasan (Amink)",Chand Parwez Servia,Guntur Soeharjanto,Cassandra Massardi,"Slamet Rahardjo, Didi Petet, Meriam Bellina, Christian Sugiono, Rianti Cartwright, Amink, Jamie Aditya",2010-12-23
2010,Menculik Miyabi,6,447453,NA,6,"Tiga sahabat Kevin, Bimo dan Aan di kampus sering menjadi bulan-bulanan Mike, kekasih Jessica yang merupakan Kevin semasa kecil. Mike menantang ketiganya untuk datang ke pesta Jessica dengan membawa cewek cantik atau dipermalukan seumur hidup. Di luar kampus, ketiganya memiliki idola yang sama dan berdiskusi tentangnya yaitu Miyabi alias Maria Ozawa, bintang porno asal Jepang. Pengumuman di sebuah blog bahwa Miyabi akan datang ke Jakarta membuat Bimo dan Aan nekad datang ke bandara untuk melihat secara langsung dan bahkan menculik seorang gadis yang disangka Miyabi. Kesalahan pun terjadi karena yang diculik adalah Mie Yao Bie, gadis asal Taiwan. Sementara itu, Jessica mulai tidak betah dengan tingkah laku Mike yang kasar, ingin memulai hubungan dengan Kevin yang ia pandang polos dan lugu. Tapi kemunculan Mie Yao Bie yang terlihat  akrab dengan Kevin membuat Jessica sakit hati.",Ody M Hidayat,Findo Purwono HW,Bang Marqee,"Maria Ozawa, Sabrina Pai, Nicky Tirta, Herfiza Novianti, Kevin Julio Chandra, Hardi Fadhillah, Rizky Mocil",2010-05-06
2010,Tanah Air Beta,7,433622,NA,6,"Ketika Timor-Timur berpisah dari Indonesia, dua kakak-beradik harus hidup dalam kondisi dan lokasi berbeda. Merry (Griffith Patricia), 10 th, tinggal berdua dengan ibunya, Tatiana (Alexandra Gottardo), 29 th, di sebuah kamp pengungsian  di Kupang, Nusa Tenggara Timur. Sementara kakak laki-lakinya Mauro, (Marcel Raymond),12 th, tinggal bersama pamannya di Timor Leste. Tatiana mengajar di sekolah darurat di kamp tersebut. Merry juga bersekolah di tempat itu bersama Carlo Gomez (Yehuda Rumbindi), yang suka menggangu Merry, karena Carlo ingin punya seorang adik dan merasakan kembali cinta kasih keluarga. Kehidupan sangat berat di kamp pengungsian dan ketidakpastian akan keberadaan anak laki-lakinya, tidak membuat Tatiana menjadi lemah. Kerinduan Merry akan kakaknya dan penderitaan yang begitu mendalam dari sang ibu membuat Merry cerdas dan nekad. Suatu hari dari seorang relawan, Tatiana mendapatkan informasi bahwa ada kemungkinan ia bisa bertemu dengan anak laki-lakinya.",Ari Sihasale,Ari Sihasale,Armantono,"Alexandra Gottardo, Lukman Sardi, Asrul Dahlan, Yehuda Rumbindi, Ari Sihasale, Robby Tumewu, Thessa Kaunang, Griffith Patricia, Marcel Raymond, Martalita Nadia",2010-06-17
2010,Tiran (Mati di Ranjang),8,418347,NA,4,"Diana (Dewi Persik) dan Gugun (Indra L Bruggman) baru menempati rumah baru mereka yang nyaman. Diana sedang hamil muda. Mereka pun sibuk mencari berbagai perabotan untuk mengisi rumah mereka Salah satunya adalah ranjang. Tetangga baru mereka, Lisye (Ayu Dewi) dan keponakannya Ling Ling (Zuzana Chang) menawarkan ranjang di toko mereka. Kebetulan Lisye baru mendapatkan lelang kasur dari sebuah rumah kost. Ketika Diana berkunjung, entah kenapa, salah satu ranjang di dalam toko tersebut seakan bernafas dan hidup, merayu Diana untuk memilih dirinya. Ketika ranjang tersebut dibawa pulang, terjadi berbagai peristiwa aneh, yang tidak saja membahayakan kelanggengan perkawinan Diana dan Gugun, tapi juga membahayakan nyawa mereka.",Ody Mulya Hidayat,Arie Azis,Abbe Ac,"Dewi Perssik, Ayu Dewi, Indra L Bruggman, Zuzana Chang, Eva Asmarani, Baron Hermanto, Debby Ayu, Tities Sapoetra, Boy Hamzah, Jenny Cortez, Salsabila Septiani",2010-04-01
2010,Akibat Pergaulan Bebas,9,403271,NA,2,"Tiga sekawan, Kanya, Dinda dan Gladys, terjebak masuk dalam kehidupan pergaulan bebas. Kanya akhirnya jadi cewek panggilan. Lalu Kanya membujuk Gladys untuk ikut ke jalur yang sama, dengan dalih jadi model terkenal. Semula Gladys memang bisa menolak, tapi karena mendapati ayahnya berselingkuh dengan Zizi, sahabatnya, Gladys tak punya pilihan lain, akhirnya bersedia menjadi seorang foto model. Kanya membawa Dinda kepada Boni, yang katanya bisa menjadikan Dinda seorang model terkenal dan cepat banyak uang. Dinda bukannya jadi model yang terkenal, tapi justru terjerumus juga menjadi cewek panggilan juga. Sebenarnya ada Yoga, asisten dosen tampan yang suka pada Gladys, dan mengingatkan agar Gladys tidak terlalu dekat dengan Kanya dan Dinda. Gladys tak peduli, sampai dia ketahuan hamil.",Firman Bintang,Nayato Fio Nuala,Puguh PS Admadja,"Uli Auliani, Samuel Zylgwyn Heckenbücker, Sabai Morscheck, Leylarey Lesesne, Smitha Anjani, Ray Sahetapy",2010-04-29
2010,Heart 2 Heart,10,397601,NA,5,"Berawal dari pertemuan tak sengaja antara Pandu (Aliff Alli) bersama sahabatnya (Argatama Levy cs) dengan Indah (Irish Bella), di sebuah danau.  Tiga hari pertemuan-pertemuan ini berlanjut, Pandu dan Indah menemukan kebahagiaan yang diisi keindahan hutan, kebun teh, danau, dan cinta. Saat itu Indah sedang berlibur di villa bersama orang tuanya. Kebersamaan Pandu dan Indah terus terbawa dalam hati masing-masing ketika keduanya ke Jakarta, Pandu yakin apabila jodoh mereka akan bertemu kembali, Indah memang bersekolah di Jakarta, dan Pandu baru akan pindah ke Jakarta. Laksana jodoh, garis hidup yang sudah dituliskan Tuhan, Indah bertemu kembali dengan Pandu, dan cinta itu tetap ada walau kini ada rintangan. Indah sudah memiliki ‘pacar’, dan tepatnya jodoh pilihan mamanya (Wulan Guritno), bernama Ramon (Miradz). Hingga kemudian, sebuah kecelakaan merenggut sebagian hidup Indah. Penglihatannya dan pita suaranya. Saat itulah, kakak Indah (Arumi Bachsin) kembali, setelah selama ini pergi, karena menolak jadi boneka ibunya. Indah ibarat boneka rusak, menolak ditemani orang tuanya, apalagi pacar pilihan orang tuanya. Pandu kembali muncul. Pandu melepaskan sekolahnya di Jakarta untuk kembali ke desa, menyusul Indah, yang memilih menghabiskan kesendiriannya di villa. Pandu tak pernah membiarkan Indah sendiri, seberapa keras pun Indah menolaknya. Bersama-sama, Pandu dan sahabat Indah (Indah Permatasari) mencoba mengembalikan senyum Indah.",Chand Parwez Servia,Nayato Fio Nuala,Titien Wattimena,"Aliff Alli, Irish Bella, Wulan Guritno, Miradz, Arumi Bachsin, George Taka, Argatama Levy, Indah Permatasari",2010-11-11
